"時点","地域コード","地域","有効求人倍率【倍】","注記","新規求人倍率【倍】","注記","労働力人口（国勢調査）【人】","注記","第１次産業就業者数【人】","注記","第２次産業就業者数【人】","注記","第３次産業就業者数【人】","注記"
"1963年9月","24000","三重県","1.16","","1.68","","","","","","","","",""
"1963年9月","25000","滋賀県","1.41","","1.67","","","","","","","","",""
"1963年9月","26000","京都府","0.83","","1.72","","","","","","","","",""
"1963年9月","27000","大阪府","0.89","","1.36","","","","","","","","",""
"1963年9月","28000","兵庫県","0.65","","1.21","","","","","","","","",""
"1963年9月","29000","奈良県","1.27","","2.66","","","","","","","","",""
"1963年9月","30000","和歌山県","0.76","","1.41","","","","","","","","",""
"1963年9月","31000","鳥取県","0.53","","0.71","","","","","","","","",""
"1963年9月","32000","島根県","0.46","","0.80","","","","","","","","",""
"1963年9月","33000","岡山県","0.62","","1.07","","","","","","","","",""
"1963年9月","34000","広島県","0.81","","1.23","","","","","","","","",""
"1963年9月","35000","山口県","0.29","","0.56","","","","","","","","",""
"1963年9月","36000","徳島県","0.33","","0.78","","","","","","","","",""
"1963年9月","37000","香川県","0.83","","1.16","","","","","","","","",""
"1963年9月","38000","愛媛県","0.28","","0.53","","","","","","","","",""
"1963年9月","39000","高知県","0.18","","0.48","","","","","","","","",""
"1963年9月","40000","福岡県","0.20","","0.52","","","","","","","","",""
"1963年9月","41000","佐賀県","0.26","","0.60","","","","","","","","",""
"1963年9月","42000","長崎県","0.34","","0.60","","","","","","","","",""
"1963年9月","43000","熊本県","0.24","","0.49","","","","","","","","",""
"1963年9月","44000","大分県","0.27","","0.69","","","","","","","","",""
"1963年9月","45000","宮崎県","0.18","","0.63","","","","","","","","",""
"1963年9月","46000","鹿児島県","0.16","","0.56","","","","","","","","",""
"1963年9月","47000","沖縄県","0.43","","0.70","","","","","","","","",""
"1963年10月","01000","北海道","0.74","","0.85","","","","","","","","",""
"1963年10月","02000","青森県","0.34","","0.56","","","","","","","","",""
"1963年10月","03000","岩手県","0.59","","0.54","","","","","","","","",""
"1963年10月","04000","宮城県","0.79","","0.84","","","","","","","","",""
"1963年10月","05000","秋田県","0.30","","0.34","","","","","","","","",""
"1963年10月","06000","山形県","0.52","","0.65","","","","","","","","",""
"1963年10月","07000","福島県","0.56","","0.89","","","","","","","","",""
"1963年10月","08000","茨城県","1.44","","1.50","","","","","","","","",""
"1963年10月","09000","栃木県","1.45","","1.33","","","","","","","","",""
"1963年10月","10000","群馬県","1.48","","1.28","","","","","","","","",""
"1963年10月","11000","埼玉県","1.56","","2.08","","","","","","","","",""
"1963年10月","12000","千葉県","0.83","","0.99","","","","","","","","",""
"1963年10月","13000","東京都","0.80","","1.41","","","","","","","","",""
"1963年10月","14000","神奈川県","1.46","","1.79","","","","","","","","",""
"1963年10月","15000","新潟県","0.49","","0.47","","","","","","","","",""
"1963年10月","16000","富山県","0.93","","1.03","","","","","","","","",""
"1963年10月","17000","石川県","1.10","","1.57","","","","","","","","",""
"1963年10月","18000","福井県","0.94","","1.29","","","","","","","","",""
"1963年10月","19000","山梨県","1.22","","1.40","","","","","","","","",""
"1963年10月","20000","長野県","1.14","","1.23","","","","","","","","",""
"1963年10月","21000","岐阜県","2.25","","3.14","","","","","","","","",""
"1963年10月","22000","静岡県","2.32","","2.02","","","","","","","","",""
"1963年10月","23000","愛知県","2.92","","3.02","","","","","","","","",""
"1963年10月","24000","三重県","1.22","","1.47","","","","","","","","",""
"1963年10月","25000","滋賀県","1.71","","1.86","","","","","","","","",""
"1963年10月","26000","京都府","0.85","","1.56","","","","","","","","",""
"1963年10月","27000","大阪府","0.92","","1.40","","","","","","","","",""
"1963年10月","28000","兵庫県","0.76","","1.30","","","","","","","","",""
"1963年10月","29000","奈良県","1.43","","1.85","","","","","","","","",""
"1963年10月","30000","和歌山県","0.83","","1.22","","","","","","","","",""
"1963年10月","31000","鳥取県","0.52","","0.76","","","","","","","","",""
"1963年10月","32000","島根県","0.41","","0.67","","","","","","","","",""
"1963年10月","33000","岡山県","0.66","","1.33","","","","","","","","",""
"1963年10月","34000","広島県","0.86","","1.16","","","","","","","","",""
"1963年10月","35000","山口県","0.30","","0.56","","","","","","","","",""
"1963年10月","36000","徳島県","0.46","","0.90","","","","","","","","",""
"1963年10月","37000","香川県","1.00","","1.66","","","","","","","","",""
"1963年10月","38000","愛媛県","0.39","","0.91","","","","","","","","",""
"1963年10月","39000","高知県","0.18","","0.46","","","","","","","","",""
"1963年10月","40000","福岡県","0.20","","0.45","","","","","","","","",""
"1963年10月","41000","佐賀県","0.32","","0.75","","","","","","","","",""
"1963年10月","42000","長崎県","0.39","","0.66","","","","","","","","",""
"1963年10月","43000","熊本県","0.27","","0.60","","","","","","","","",""
"1963年10月","44000","大分県","0.35","","0.89","","","","","","","","",""
"1963年10月","45000","宮崎県","0.22","","0.71","","","","","","","","",""
"1963年10月","46000","鹿児島県","0.23","","0.64","","","","","","","","",""
"1963年10月","47000","沖縄県","0.32","","0.57","","","","","","","","",""
"1963年11月","01000","北海道","0.62","","0.66","","","","","","","","",""
"1963年11月","02000","青森県","0.28","","0.32","","","","","","","","",""
"1963年11月","03000","岩手県","0.46","","0.42","","","","","","","","",""
"1963年11月","04000","宮城県","0.74","","0.82","","","","","","","","",""
"1963年11月","05000","秋田県","0.22","","0.14","","","","","","","","",""
"1963年11月","06000","山形県","0.42","","0.30","","","","","","","","",""
"1963年11月","07000","福島県","0.57","","0.68","","","","","","","","",""
"1963年11月","08000","茨城県","1.28","","1.07","","","","","","","","",""
"1963年11月","09000","栃木県","1.23","","1.27","","","","","","","","",""
"1963年11月","10000","群馬県","1.31","","0.97","","","","","","","","",""
"1963年11月","11000","埼玉県","1.39","","1.63","","","","","","","","",""
"1963年11月","12000","千葉県","0.85","","0.92","","","","","","","","",""
"1963年11月","13000","東京都","0.75","","1.27","","","","","","","","",""
"1963年11月","14000","神奈川県","1.46","","1.41","","","","","","","","",""
"1963年11月","15000","新潟県","0.45","","0.37","","","","","","","","",""
"1963年11月","16000","富山県","0.79","","0.73","","","","","","","","",""
"1963年11月","17000","石川県","1.05","","0.90","","","","","","","","",""
"1963年11月","18000","福井県","0.90","","1.14","","","","","","","","",""
"1963年11月","19000","山梨県","1.27","","1.46","","","","","","","","",""
"1963年11月","20000","長野県","1.15","","1.00","","","","","","","","",""
"1963年11月","21000","岐阜県","2.23","","2.13","","","","","","","","",""
"1963年11月","22000","静岡県","2.34","","2.02","","","","","","","","",""
"1963年11月","23000","愛知県","3.02","","2.58","","","","","","","","",""
"1963年11月","24000","三重県","1.26","","1.22","","","","","","","","",""
"1963年11月","25000","滋賀県","2.27","","1.37","","","","","","","","",""
"1963年11月","26000","京都府","0.80","","1.53","","","","","","","","",""
"1963年11月","27000","大阪府","0.89","","1.28","","","","","","","","",""
"1963年11月","28000","兵庫県","0.71","","0.88","","","","","","","","",""
"1963年11月","29000","奈良県","1.29","","1.95","","","","","","","","",""
"1963年11月","30000","和歌山県","0.97","","1.46","","","","","","","","",""
"1963年11月","31000","鳥取県","0.57","","0.88","","","","","","","","",""
"1963年11月","32000","島根県","0.40","","0.77","","","","","","","","",""
"1963年11月","33000","岡山県","0.79","","1.35","","","","","","","","",""
"1963年11月","34000","広島県","0.79","","1.25","","","","","","","","",""
"1963年11月","35000","山口県","0.33","","0.68","","","","","","","","",""
"1963年11月","36000","徳島県","0.43","","0.65","","","","","","","","",""
"1963年11月","37000","香川県","0.92","","1.16","","","","","","","","",""
"1963年11月","38000","愛媛県","0.42","","0.53","","","","","","","","",""
"1963年11月","39000","高知県","0.21","","0.59","","","","","","","","",""
"1963年11月","40000","福岡県","0.20","","0.56","","","","","","","","",""
"1963年11月","41000","佐賀県","0.40","","0.77","","","","","","","","",""
"1963年11月","42000","長崎県","0.35","","0.61","","","","","","","","",""
"1963年11月","43000","熊本県","0.28","","0.58","","","","","","","","",""
"1963年11月","44000","大分県","0.37","","0.63","","","","","","","","",""
"1963年11月","45000","宮崎県","0.17","","0.45","","","","","","","","",""
"1963年11月","46000","鹿児島県","0.20","","0.47","","","","","","","","",""
"1963年11月","47000","沖縄県","0.28","","0.37","","","","","","","","",""
"1963年12月","01000","北海道","0.24","","0.16","","","","","","","","",""
"1963年12月","02000","青森県","0.07","","0.04","","","","","","","","",""
"1963年12月","03000","岩手県","0.29","","0.16","","","","","","","","",""
"1963年12月","04000","宮城県","0.56","","0.47","","","","","","","","",""
"1963年12月","05000","秋田県","0.07","","0.03","","","","","","","","",""
"1963年12月","06000","山形県","0.31","","0.16","","","","","","","","",""
"1963年12月","07000","福島県","0.46","","0.47","","","","","","","","",""
"1963年12月","08000","茨城県","1.41","","1.14","","","","","","","","",""
"1963年12月","09000","栃木県","1.15","","0.82","","","","","","","","",""
"1963年12月","10000","群馬県","1.24","","0.70","","","","","","","","",""
"1963年12月","11000","埼玉県","1.13","","1.21","","","","","","","","",""
"1963年12月","12000","千葉県","0.81","","0.96","","","","","","","","",""
"1963年12月","13000","東京都","0.61","","1.00","","","","","","","","",""
"1963年12月","14000","神奈川県","1.29","","1.22","","","","","","","","",""
"1963年12月","15000","新潟県","0.33","","0.15","","","","","","","","",""
"1963年12月","16000","富山県","0.28","","0.11","","","","","","","","",""
"1963年12月","17000","石川県","0.59","","0.25","","","","","","","","",""
"1963年12月","18000","福井県","0.28","","0.12","","","","","","","","",""
"1963年12月","19000","山梨県","1.26","","1.21","","","","","","","","",""
"1963年12月","20000","長野県","0.77","","0.32","","","","","","","","",""
"1963年12月","21000","岐阜県","1.30","","0.49","","","","","","","","",""
"1963年12月","22000","静岡県","2.20","","1.02","","","","","","","","",""
"1963年12月","23000","愛知県","2.60","","2.23","","","","","","","","",""
"1963年12月","24000","三重県","0.91","","1.09","","","","","","","","",""
"1963年12月","25000","滋賀県","1.61","","1.04","","","","","","","","",""
"1963年12月","26000","京都府","0.60","","0.95","","","","","","","","",""
"1963年12月","27000","大阪府","0.78","","1.14","","","","","","","","",""
"1963年12月","28000","兵庫県","0.62","","0.80","","","","","","","","",""
"1963年12月","29000","奈良県","1.10","","1.04","","","","","","","","",""
"1963年12月","30000","和歌山県","0.86","","1.43","","","","","","","","",""
"1963年12月","31000","鳥取県","0.49","","0.55","","","","","","","","",""
"1963年12月","32000","島根県","0.39","","0.48","","","","","","","","",""
"1963年12月","33000","岡山県","0.82","","1.03","","","","","","","","",""
"1963年12月","34000","広島県","0.70","","0.85","","","","","","","","",""
"1963年12月","35000","山口県","0.32","","0.53","","","","","","","","",""
"1963年12月","36000","徳島県","0.41","","0.67","","","","","","","","",""
"1963年12月","37000","香川県","0.93","","1.20","","","","","","","","",""
"1963年12月","38000","愛媛県","0.36","","0.46","","","","","","","","",""
"1963年12月","39000","高知県","0.18","","0.35","","","","","","","","",""
"1963年12月","40000","福岡県","0.20","","0.54","","","","","","","","",""
"1963年12月","41000","佐賀県","0.26","","0.65","","","","","","","","",""
"1963年12月","42000","長崎県","0.32","","0.52","","","","","","","","",""
"1963年12月","43000","熊本県","0.28","","0.50","","","","","","","","",""
"1963年12月","44000","大分県","0.33","","0.56","","","","","","","","",""
"1963年12月","45000","宮崎県","0.16","","0.43","","","","","","","","",""
"1963年12月","46000","鹿児島県","0.14","","0.22","","","","","","","","",""
"1963年12月","47000","沖縄県","0.27","","0.61","","","","","","","","",""
"1964年1月","01000","北海道","0.42","","0.92","","","","","","","","",""
"1964年1月","02000","青森県","0.04","","0.04","","","","","","","","",""
"1964年1月","03000","岩手県","0.17","","0.15","","","","","","","","",""
"1964年1月","04000","宮城県","0.45","","0.52","","","","","","","","",""
"1964年1月","05000","秋田県","0.04","","0.04","","","","","","","","",""
"1964年1月","06000","山形県","0.22","","0.22","","","","","","","","",""
